,Drugname,Price,Form,Category,ID
116686,MACRO CARBAMIDE 10% CREAM 50 GM,22,Injection,Vitamin,116686
116767,MACRO PANTHENOL 50GM CREAM,14,Injection,Antibiotic,116767
116768,MACRO PANTHENOL 50GM CREAM,14,Injection,Vitamin,116768
116769,MACRO PANTHENOL 50GM CREAM,14,Tablet,Painkiller,116769
116770,MACRO PANTHENOL 50GM CREAM,14,Ointment,Antibiotic,116770
116771,MACRO PANTHENOL 50GM CREAM,14,Syrup,Vitamin,116771
116772,MACRO PANTHENOL 50GM CREAM,14,Capsule,Vitamin,116772
116773,MACRO PANTHENOL 50GM CREAM,14,Ointment,Antifungal,116773
116774,MACRO PANTHENOL 50GM CREAM,14,Tablet,Antiviral,116774
116775,MACRO PANTHENOL 50GM CREAM,14,Capsule,Antifungal,116775
116832,MACRO PANTHENOL CREAM 50GM,31,Capsule,Antiviral,116832
116833,MACRO PANTHENOL CREAM 50GM,31,Tablet,Antiviral,116833
116834,MACRO PANTHENOL CREAM 50GM,31,Capsule,Antibiotic,116834
116835,MACRO PANTHENOL CREAM 50GM,31,Injection,Antifungal,116835
116836,MACRO PANTHENOL CREAM 50GM,31,Capsule,Antiviral,116836
116837,MACRO PANTHENOL CREAM 50GM,31,Injection,Antiviral,116837
116838,MACRO PANTHENOL CREAM 50GM,31,Syrup,Vitamin,116838
116883,MACROFURAN 100 mg 30caps.,62,Ointment,Antiviral,116883
116884,MACROFURAN 100 mg 30caps.,62,Injection,Vitamin,116884
116888,MACROFURAN 100 MG 30 CAP,28,Injection,Painkiller,116888
116889,MACROFURAN 100 MG 30 CAP,28,Tablet,Antifungal,116889
116890,MACROFURAN 100 MG 30 CAP,28,Syrup,Antibiotic,116890
116897,MACROFURAN 100MG 30 CAP,25,Ointment,Antibiotic,116897
116898,MACROFURAN 100MG 30 CAP,25,Tablet,Antiviral,116898
116899,MACROFURAN 100MG 30 CAP,25,Ointment,Antibiotic,116899
117028,MACSEN CREAM,23,Injection,Vitamin,117028
117029,MACSEN CREAM,23,Ointment,Antifungal,117029
117030,MACSEN CREAM,23,Syrup,Antibiotic,117030
117031,MACSEN CREAM,23,Ointment,Antifungal,117031
117032,MACSEN CREAM,23,Syrup,Antiviral,117032
117033,MACSEN CREAM,23,Injection,Vitamin,117033
117034,MACSEN CREAM,23,Capsule,Vitamin,117034
117035,MACSEN CREAM,23,Injection,Antifungal,117035
117036,MACSEN CREAM,23,Syrup,Antifungal,117036
117037,MACSEN CREAM,23,Injection,Antifungal,117037
117058,MACSEN CREAM,14,Tablet,Antifungal,117058
117059,MACSEN CREAM,14,Syrup,Vitamin,117059
117060,MACSEN CREAM,14,Injection,Painkiller,117060
117061,MACSEN CREAM,14,Injection,Antibiotic,117061
117062,MACSEN CREAM,14,Capsule,Painkiller,117062
117063,MACSEN CREAM,14,Ointment,Vitamin,117063
117064,MACSEN CREAM,14,Capsule,Painkiller,117064
117065,MACSEN CREAM,14,Injection,Vitamin,117065
117066,MACSEN CREAM,14,Syrup,Antiviral,117066
117067,MACSEN CREAM,14,Ointment,Antibiotic,117067
117068,MACSEN CREAM 75 GM,79,Capsule,Antifungal,117068
117069,MACSEN CREAM 75 GM,79,Syrup,Vitamin,117069
117070,MACSEN CREAM 75 GM,79,Capsule,Antibiotic,117070
117071,MACSEN CREAM 75 GM,79,Tablet,Antifungal,117071
117072,MACSEN CREAM 75 GM,79,Capsule,Antibiotic,117072
117073,MACSEN CREAM 75 GM,13,Capsule,Antiviral,117073
117074,MACSEN CREAM 75 GM,13,Tablet,Painkiller,117074
117075,MACSEN CREAM 75 GM,13,Tablet,Antiviral,117075
117076,MACSEN CREAM 75 GM,13,Tablet,Antifungal,117076
117077,MACSEN CREAM 75 GM,13,Injection,Vitamin,117077
117078,MACSEN CREAM 75 GM,60,Ointment,Antifungal,117078
117079,MACSEN CREAM 75 GM,60,Tablet,Vitamin,117079
117080,MACSEN CREAM 75 GM,60,Tablet,Antiviral,117080
117081,MACSEN CREAM 75 GM,60,Capsule,Antifungal,117081
117082,MACSEN CREAM 75 GM,60,Tablet,Antibiotic,117082
117083,MACSEN CREAM 75 GM,13,Ointment,Painkiller,117083
117084,MACSEN CREAM 75 GM,13,Syrup,Antibiotic,117084
117085,MACSEN CREAM 75 GM,13,Capsule,Antifungal,117085
117086,MACSEN CREAM 75 GM,13,Tablet,Vitamin,117086
117087,MACSEN CREAM 75 GM,13,Capsule,Antifungal,117087
117354,MAESTRO 75GRAM CREAM,11,Syrup,Vitamin,117354
117355,MAESTRO 75GRAM CREAM,11,Syrup,Antifungal,117355
117417,MDICORVAL 100MCG/6MCG 120 METERED ACTUAT,14,Capsule,Painkiller,117417
117418,MDICORVAL 100MCG/6MCG 120 METERED ACTUAT,14,Tablet,Vitamin,117418
117419,MDICORVAL 100MCG/6MCG 120 METERED ACTUAT,14,Capsule,Antifungal,117419
117420,MDICORVAL 100MCG/6MCG 120 METERED ACTUAT,14,Syrup,Antifungal,117420
117421,MDICORVAL 100MCG/6MCG 120 METERED ACTUAT,14,Tablet,Painkiller,117421
117471,MDICORVAL 200MCG/6MCG 120 METERED ACTUAT,33,Tablet,Antiviral,117471
117472,MDICORVAL 200MCG/6MCG 120 METERED ACTUAT,33,Ointment,Antifungal,117472
117473,MDICORVAL 200MCG/6MCG 120 METERED ACTUAT,33,Capsule,Antibiotic,117473
117474,MDICORVAL 200MCG/6MCG 120 METERED ACTUAT,33,Injection,Antibiotic,117474
117479,MDICORVAL 200MCG/6MCG 120 METERED ACTUAT,62,Injection,Painkiller,117479
117480,MDICORVAL 200MCG/6MCG 120 METERED ACTUAT,62,Tablet,Painkiller,117480
117481,MDICORVAL 200MCG/6MCG 120 METERED ACTUAT,62,Capsule,Antiviral,117481
117482,MDICORVAL 200MCG/6MCG 120 METERED ACTUAT,62,Ointment,Vitamin,117482
117542,MEBEFAC 200 MG 30 SUST. REL. TABLETS,58,Syrup,Antifungal,117542
117543,MEBEFAC 200 MG 30 SUST. REL. TABLETS,58,Capsule,Vitamin,117543
117544,MEBEFAC 200 MG 30 SUST. REL. TABLETS,58,Tablet,Antifungal,117544
117559,MEBEFAC 200 MG 30 TAB,72,Ointment,Painkiller,117559
117560,MEBEFAC 200 MG 30 TAB,72,Syrup,Vitamin,117560
117561,MEBEFAC 200 MG 30 TAB,72,Syrup,Painkiller,117561
117562,MEBEFAC 200 MG 30 TAB,72,Ointment,Painkiller,117562
117563,MEBEFAC 200 MG 30 TAB,17,Injection,Antifungal,117563
117564,MEBEFAC 200 MG 30 TAB,17,Tablet,Antifungal,117564
117565,MEBEFAC 200 MG 30 TAB,17,Ointment,Vitamin,117565
117566,MEBEFAC 200 MG 30 TAB,17,Syrup,Painkiller,117566
117702,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,21,Syrup,Antiviral,117702
117703,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,21,Injection,Antibiotic,117703
117704,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,21,Capsule,Antifungal,117704
117705,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,21,Injection,Antifungal,117705
117706,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,21,Tablet,Antibiotic,117706
117707,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,21,Tablet,Vitamin,117707
117708,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,21,Syrup,Antifungal,117708
117709,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,21,Tablet,Antiviral,117709
117710,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,21,Tablet,Painkiller,117710
117711,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,21,Ointment,Antifungal,117711
117712,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,21,Syrup,Vitamin,117712
117713,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,12,Ointment,Antiviral,117713
117714,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,12,Syrup,Antibiotic,117714
117715,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,12,Tablet,Antibiotic,117715
117716,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,12,Syrup,Antibiotic,117716
117717,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,12,Capsule,Antibiotic,117717
117718,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,12,Capsule,Antiviral,117718
117719,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,12,Tablet,Painkiller,117719
117720,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,12,Tablet,Painkiller,117720
117721,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,12,Syrup,Vitamin,117721
117722,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,12,Injection,Vitamin,117722
117723,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,12,Ointment,Antifungal,117723
117779,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,128,Capsule,Antiviral,117779
117780,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,128,Injection,Antiviral,117780
117781,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,128,Syrup,Antibiotic,117781
117782,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,128,Syrup,Painkiller,117782
117783,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,128,Ointment,Antibiotic,117783
117784,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,128,Ointment,Antibiotic,117784
117785,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,128,Ointment,Vitamin,117785
117786,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,128,Tablet,Painkiller,117786
117787,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,128,Capsule,Vitamin,117787
117788,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,128,Injection,Vitamin,117788
117789,MEBO 0.25% HERBAL AND NATURAL OINT. 15 G,128,Syrup,Painkiller,117789
117820,MEBO 0.25% HERBAL AND NATURAL OINT. 30 G,16,Ointment,Antibiotic,117820
117821,MEBO 0.25% HERBAL AND NATURAL OINT. 30 G,16,Capsule,Antifungal,117821
117822,MEBO 0.25% HERBAL AND NATURAL OINT. 30 G,16,Ointment,Antiviral,117822
117823,MEBO 0.25% HERBAL AND NATURAL OINT. 30 G,16,Capsule,Painkiller,117823
117824,MEBO 0.25% HERBAL AND NATURAL OINT. 30 G,16,Capsule,Antibiotic,117824
117825,MEBO 0.25% HERBAL AND NATURAL OINT. 30 G,16,Ointment,Antifungal,117825
117826,MEBO 0.25% HERBAL AND NATURAL OINT. 30 G,16,Syrup,Antifungal,117826
117834,MEBO 0.25% HERBAL AND NATURAL OINT. 30 G,12,Syrup,Antiviral,117834
117835,MEBO 0.25% HERBAL AND NATURAL OINT. 30 G,12,Ointment,Painkiller,117835
117836,MEBO 0.25% HERBAL AND NATURAL OINT. 30 G,12,Capsule,Antiviral,117836
117837,MEBO 0.25% HERBAL AND NATURAL OINT. 30 G,12,Injection,Antiviral,117837
117838,MEBO 0.25% HERBAL AND NATURAL OINT. 30 G,12,Syrup,Painkiller,117838
117839,MEBO 0.25% HERBAL AND NATURAL OINT. 30 G,12,Syrup,Painkiller,117839
117840,MEBO 0.25% HERBAL AND NATURAL OINT. 30 G,12,Injection,Antiviral,117840
117903,MEBO 0.25% OINT. 15 GM,22,Tablet,Antifungal,117903
117904,MEBO 0.25% OINT. 15 GM,22,Tablet,Painkiller,117904
117905,MEBO 0.25% OINT. 15 GM,22,Capsule,Vitamin,117905
117906,MEBO 0.25% OINT. 15 GM,22,Injection,Painkiller,117906
117907,MEBO 0.25% OINT. 15 GM,22,Injection,Painkiller,117907
117908,MEBO 0.25% OINT. 15 GM,22,Tablet,Painkiller,117908
117909,MEBO 0.25% OINT. 15 GM,22,Tablet,Antifungal,117909
117910,MEBO 0.25% OINT. 15 GM,22,Injection,Painkiller,117910
117911,MEBO 0.25% OINT. 15 GM,22,Tablet,Antiviral,117911
117912,MEBO 0.25% OINT. 15 GM,22,Injection,Antibiotic,117912
117923,MEBO 0.25% OINT. 15 GM,186,Capsule,Antibiotic,117923
117924,MEBO 0.25% OINT. 15 GM,186,Ointment,Antifungal,117924
117925,MEBO 0.25% OINT. 15 GM,186,Syrup,Antibiotic,117925
117926,MEBO 0.25% OINT. 15 GM,186,Ointment,Antifungal,117926
117927,MEBO 0.25% OINT. 15 GM,186,Injection,Antifungal,117927
117928,MEBO 0.25% OINT. 15 GM,186,Tablet,Antibiotic,117928
117929,MEBO 0.25% OINT. 15 GM,186,Tablet,Antibiotic,117929
117930,MEBO 0.25% OINT. 15 GM,186,Capsule,Antibiotic,117930
117931,MEBO 0.25% OINT. 15 GM,186,Syrup,Vitamin,117931
117932,MEBO 0.25% OINT. 15 GM,186,Ointment,Antifungal,117932
117933,MEBO 0.25% OINT. 15 GM,25,Syrup,Antiviral,117933
117934,MEBO 0.25% OINT. 15 GM,25,Injection,Antibiotic,117934
117935,MEBO 0.25% OINT. 15 GM,25,Capsule,Painkiller,117935
117936,MEBO 0.25% OINT. 15 GM,25,Syrup,Antiviral,117936
117937,MEBO 0.25% OINT. 15 GM,25,Syrup,Antibiotic,117937
117938,MEBO 0.25% OINT. 15 GM,25,Ointment,Antiviral,117938
117939,MEBO 0.25% OINT. 15 GM,25,Syrup,Antiviral,117939
117940,MEBO 0.25% OINT. 15 GM,25,Ointment,Vitamin,117940
117941,MEBO 0.25% OINT. 15 GM,25,Capsule,Antibiotic,117941
117942,MEBO 0.25% OINT. 15 GM,25,Capsule,Antibiotic,117942
118037,MEBO 0.25% OINT. 30 GM,29,Syrup,Painkiller,118037
118038,MEBO 0.25% OINT. 30 GM,29,Injection,Painkiller,118038
118039,MEBO 0.25% OINT. 30 GM,29,Injection,Vitamin,118039
118040,MEBO 0.25% OINT. 30 GM,29,Tablet,Antifungal,118040
118041,MEBO 0.25% OINT. 30 GM,29,Ointment,Painkiller,118041
118042,MEBO 0.25% OINT. 30 GM,29,Syrup,Vitamin,118042
118043,MEBO 0.25% OINT. 30 GM,29,Injection,Antiviral,118043
118044,MEBO 0.25% OINT. 30 GM,29,Tablet,Antifungal,118044
118045,MEBO 0.25% OINT. 30 GM,29,Ointment,Vitamin,118045
118046,MEBO 0.25% OINT. 30 GM,29,Ointment,Antibiotic,118046
118047,MEBO 0.25% OINT. 30 GM,29,Capsule,Antibiotic,118047
118048,MEBO 0.25% OINT. 30 GM,18,Capsule,Antibiotic,118048
118049,MEBO 0.25% OINT. 30 GM,18,Syrup,Painkiller,118049
118050,MEBO 0.25% OINT. 30 GM,18,Syrup,Painkiller,118050
118051,MEBO 0.25% OINT. 30 GM,18,Tablet,Antifungal,118051
118052,MEBO 0.25% OINT. 30 GM,18,Ointment,Painkiller,118052
118053,MEBO 0.25% OINT. 30 GM,18,Syrup,Antibiotic,118053
118054,MEBO 0.25% OINT. 30 GM,18,Syrup,Antibiotic,118054
118055,MEBO 0.25% OINT. 30 GM,18,Syrup,Antibiotic,118055
118056,MEBO 0.25% OINT. 30 GM,18,Syrup,Antiviral,118056
118057,MEBO 0.25% OINT. 30 GM,18,Ointment,Antifungal,118057
118058,MEBO 0.25% OINT. 30 GM,18,Ointment,Antibiotic,118058
118092,MEBO 0.25% OINT. 30 GM,19,Tablet,Vitamin,118092
118093,MEBO 0.25% OINT. 30 GM,19,Capsule,Antibiotic,118093
118094,MEBO 0.25% OINT. 30 GM,19,Tablet,Vitamin,118094
118095,MEBO 0.25% OINT. 30 GM,19,Capsule,Antibiotic,118095
118096,MEBO 0.25% OINT. 30 GM,19,Injection,Painkiller,118096
118097,MEBO 0.25% OINT. 30 GM,19,Injection,Antifungal,118097
118098,MEBO 0.25% OINT. 30 GM,19,Syrup,Antifungal,118098
118099,MEBO 0.25% OINT. 30 GM,19,Tablet,Antifungal,118099
118100,MEBO 0.25% OINT. 30 GM,19,Injection,Antibiotic,118100
118101,MEBO 0.25% OINT. 30 GM,19,Tablet,Antifungal,118101
118102,MEBO 0.25% OINT. 30 GM,19,Ointment,Antibiotic,118102
118174,MEBO 15GM OINT,17,Tablet,Painkiller,118174
118175,MEBO 15GM OINT,17,Injection,Antifungal,118175
118243,MEBO OINT. 15 GM,16,Injection,Antiviral,118243
118244,MEBO OINT. 15 GM,16,Injection,Antibiotic,118244
118245,MEBO OINT. 15 GM,16,Ointment,Painkiller,118245
118246,MEBO OINT. 15 GM,16,Tablet,Painkiller,118246
118247,MEBO OINT. 15 GM,16,Tablet,Antiviral,118247
118248,MEBO OINT. 15 GM,16,Ointment,Antibiotic,118248
118249,MEBO OINT. 15 GM,16,Syrup,Antiviral,118249
118250,MEBO OINT. 15 GM,95,Capsule,Painkiller,118250
118251,MEBO OINT. 15 GM,95,Capsule,Antiviral,118251
118252,MEBO OINT. 15 GM,95,Tablet,Painkiller,118252
118253,MEBO OINT. 15 GM,95,Capsule,Painkiller,118253
118254,MEBO OINT. 15 GM,95,Syrup,Antibiotic,118254
118255,MEBO OINT. 15 GM,95,Syrup,Antifungal,118255
118256,MEBO OINT. 15 GM,95,Capsule,Antiviral,118256
118315,MEBO OINT. 30 GM,21,Injection,Painkiller,118315
118316,MEBO OINT. 30 GM,21,Tablet,Painkiller,118316
118317,MEBO OINT. 30 GM,21,Injection,Antifungal,118317
118318,MEBO OINT. 30 GM,21,Syrup,Antibiotic,118318
118319,MEBO OINT. 30 GM,21,Capsule,Antifungal,118319
118320,MEBO OINT. 30 GM,21,Injection,Painkiller,118320
118321,MEBO OINT. 30 GM,21,Injection,Antifungal,118321
118322,MEBO OINT. 30 GM,21,Syrup,Antibiotic,118322
118323,MEBO OINT. 30 GM,21,Tablet,Vitamin,118323
118333,MEBO OINT. 30 GM,17,Injection,Antifungal,118333
118334,MEBO OINT. 30 GM,17,Injection,Painkiller,118334
118335,MEBO OINT. 30 GM,17,Ointment,Vitamin,118335
118336,MEBO OINT. 30 GM,17,Ointment,Antibiotic,118336
118337,MEBO OINT. 30 GM,17,Ointment,Painkiller,118337
118338,MEBO OINT. 30 GM,17,Tablet,Antifungal,118338
118339,MEBO OINT. 30 GM,17,Tablet,Antifungal,118339
118340,MEBO OINT. 30 GM,17,Syrup,Painkiller,118340
118341,MEBO OINT. 30 GM,17,Injection,Vitamin,118341
118408,MEBO SEA,24,Capsule,Antibiotic,118408
118409,MEBO SEA,24,Syrup,Antiviral,118409
118410,MEBO SEA,24,Injection,Vitamin,118410
118442,MEBO SEA CREAM,27,Ointment,Antibiotic,118442
118443,MEBO SEA CREAM,27,Syrup,Antifungal,118443
118444,MEBO SEA CREAM,27,Capsule,Antibiotic,118444
118445,MEBO SEA CREAM,27,Tablet,Antiviral,118445
118446,MEBO SEA CREAM,27,Injection,Vitamin,118446
118447,MEBO SEA CREAM,27,Capsule,Vitamin,118447
118448,MEBO SEA CREAM,27,Injection,Antibiotic,118448
118449,MEBO SEA CREAM,27,Ointment,Antiviral,118449
118515,MEBO SEA 25GM CREAM,15,Tablet,Antiviral,118515
118516,MEBO SEA 25GM CREAM,15,Syrup,Antifungal,118516
118517,MEBO SEA 25GM CREAM,15,Capsule,Antibiotic,118517
118518,MEBO SEA 25GM CREAM,15,Capsule,Painkiller,118518
118519,MEBO SEA 25GM CREAM,15,Capsule,Antibiotic,118519
118520,MEBO SEA 25GM CREAM,15,Injection,Painkiller,118520
118537,MEBO SEA CREAM,26,Tablet,Painkiller,118537
118538,MEBO SEA CREAM,26,Capsule,Painkiller,118538
118539,MEBO SEA CREAM,26,Injection,Vitamin,118539
118540,MEBO SEA CREAM,26,Syrup,Antifungal,118540
118541,MEBO SEA CREAM,26,Capsule,Painkiller,118541
118542,MEBO SEA CREAM,26,Capsule,Painkiller,118542
118543,MEBO SEA CREAM,26,Ointment,Antifungal,118543
118544,MEBO SEA CREAM,26,Syrup,Antifungal,118544
118594,MEBOLEVIA CREAM 20 GM,14,Capsule,Antiviral,118594
118595,MEBOLEVIA CREAM 20 GM,14,Ointment,Antifungal,118595
118683,MECLIZIGO 25 MG 20 FILMS,14,Capsule,Painkiller,118683
118684,MECLIZIGO 25 MG 20 FILMS,14,Capsule,Antibiotic,118684
118685,MECLIZIGO 25 MG 20 FILMS,14,Injection,Antiviral,118685
118686,MECLIZIGO 25 MG 20 FILMS,14,Injection,Painkiller,118686
118691,MECLIZIGO 25 MG 20 FILMS,25,Tablet,Antifungal,118691
118692,MECLIZIGO 25 MG 20 FILMS,25,Tablet,Antiviral,118692
118693,MECLIZIGO 25 MG 20 FILMS,25,Tablet,Antiviral,118693
118694,MECLIZIGO 25 MG 20 FILMS,25,Ointment,Painkiller,118694
118732,MECLIZIGO 25MG ORODISP. 20 FILMS,21,Injection,Vitamin,118732
118733,MECLIZIGO 25MG ORODISP. 20 FILMS,21,Injection,Painkiller,118733
118734,MECLIZIGO 25MG ORODISP. 20 FILMS,21,Capsule,Vitamin,118734
118735,MECLIZIGO 25MG ORODISP. 20 FILMS,21,Injection,Antifungal,118735
118736,MECLIZIGO 25MG ORODISP. 20 FILMS,37,Ointment,Antiviral,118736
118737,MECLIZIGO 25MG ORODISP. 20 FILMS,37,Injection,Antiviral,118737
118738,MECLIZIGO 25MG ORODISP. 20 FILMS,37,Ointment,Antifungal,118738
118739,MECLIZIGO 25MG ORODISP. 20 FILMS,37,Capsule,Antifungal,118739
118877,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,22,Ointment,Antifungal,118877
118878,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,22,Capsule,Painkiller,118878
118879,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,22,Ointment,Antifungal,118879
118880,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,22,Ointment,Antifungal,118880
118881,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,22,Capsule,Antifungal,118881
118882,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,22,Ointment,Antibiotic,118882
118883,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,22,Tablet,Painkiller,118883
118884,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,22,Tablet,Antiviral,118884
118885,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,22,Capsule,Antibiotic,118885
118886,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,22,Capsule,Antifungal,118886
118887,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,22,Syrup,Antiviral,118887
118888,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,22,Syrup,Antifungal,118888
118889,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,22,Ointment,Antifungal,118889
118890,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,22,Injection,Antifungal,118890
118989,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,129,Injection,Antibiotic,118989
118990,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,129,Injection,Vitamin,118990
118991,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,129,Syrup,Antiviral,118991
118992,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,129,Capsule,Antibiotic,118992
118993,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,129,Tablet,Painkiller,118993
118994,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,129,Injection,Antiviral,118994
118995,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,129,Ointment,Antiviral,118995
118996,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,129,Syrup,Antifungal,118996
118997,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,129,Tablet,Antibiotic,118997
118998,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,129,Ointment,Antifungal,118998
118999,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,129,Injection,Antibiotic,118999
119000,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,129,Syrup,Antibiotic,119000
119001,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,129,Ointment,Painkiller,119001
119002,MEDALGESIC 1 GM VIAL I.V. INF. 100 ML,129,Injection,Antiviral,119002
119048,MEDEXAFLAM 15MG 12SUPP.,24,Syrup,Painkiller,119048
119049,MEDEXAFLAM 15MG 12SUPP.,24,Ointment,Antibiotic,119049
119050,MEDEXAFLAM 15MG 12SUPP.,24,Ointment,Painkiller,119050
119051,MEDEXAFLAM 15MG 12SUPP.,24,Ointment,Vitamin,119051
119056,MEDEXAFLAM 15MG 12 SUPP.,41,Ointment,Painkiller,119056
119057,MEDEXAFLAM 15MG 12 SUPP.,41,Ointment,Antifungal,119057
119063,MEDEXAFLAM 15MG 20 TAB,47,Capsule,Antibiotic,119063
119065,MEDEXAFLAM 15MG 20 TABS.,31,Injection,Painkiller,119065
119072,MEDEXAFLAM 15MG 3 AMP.,67,Tablet,Antiviral,119072
119073,MEDEXAFLAM 15MG 3 AMP.,67,Capsule,Antifungal,119073
119074,MEDEXAFLAM 15MG 3 AMP.,67,Ointment,Antibiotic,119074
119075,MEDEXAFLAM 15MG 3 AMP.,67,Tablet,Antibiotic,119075
119076,MEDEXAFLAM 15MG 3 AMP.,67,Ointment,Painkiller,119076
119102,MEDEXAFLAM 7.5MG 20 TABS.,12,Capsule,Antifungal,119102
119103,MEDEXAFLAM 7.5MG 20 TABS.,12,Injection,Antifungal,119103
119187,MI KIDS LOTION 110 ML,13,Tablet,Antibiotic,119187
119188,MI KIDS LOTION 110 ML,13,Ointment,Antiviral,119188
119189,MI KIDS LOTION 110 ML,13,Ointment,Antibiotic,119189
119214,MI KIDS SHAMPOO,22,Syrup,Vitamin,119214
119215,MI KIDS SHAMPOO,22,Syrup,Vitamin,119215
119216,MI KIDS SHAMPOO,22,Syrup,Vitamin,119216
119217,MI KIDS SHAMPOO,22,Capsule,Antifungal,119217
119218,MI KIDS SHAMPOO 90 ML,14,Capsule,Antibiotic,119218
119219,MI KIDS SHAMPOO 90 ML,14,Syrup,Painkiller,119219
119237,MIACALCIC 100 I.U/ML AMP. I.M./I.V./S.C,35,Ointment,Antifungal,119237
119238,MIACALCIC 100 I.U/ML AMP. I.M./I.V./S.C,35,Capsule,Painkiller,119238
119257,MIC KEY GEL,12,Tablet,Antifungal,119257
119258,MIC KEY GEL,12,Ointment,Antifungal,119258
119259,MIC KEY GEL,12,Capsule,Vitamin,119259
119260,MIC KEY GEL,12,Injection,Antifungal,119260
119373,MICARDIS PLUS 80/12.5MG 28 TAB.,20,Injection,Antiviral,119373
119374,MICARDIS PLUS 80/12.5MG 28 TAB.,20,Capsule,Vitamin,119374
119483,MICONAZ 2% CREAM 20 GM,213,Tablet,Vitamin,119483
119484,MICONAZ 2% CREAM 20 GM,213,Capsule,Antiviral,119484
119485,MICONAZ 2% CREAM 20 GM,213,Ointment,Antiviral,119485
119486,MICONAZ 2% CREAM 20 GM,213,Capsule,Antibiotic,119486
119487,MICONAZ 2% CREAM 20 GM,213,Injection,Antibiotic,119487
119488,MICONAZ 2% CREAM 20 GM,213,Syrup,Antifungal,119488
119489,MICONAZ 2% CREAM 20 GM,213,Tablet,Antifungal,119489
119490,MICONAZ 2% CREAM 20 GM,213,Injection,Antibiotic,119490
119515,MICONAZ 2% CREAM 20 GM,15,Injection,Painkiller,119515
119516,MICONAZ 2% CREAM 20 GM,15,Tablet,Painkiller,119516
119517,MICONAZ 2% CREAM 20 GM,15,Ointment,Antibiotic,119517
119518,MICONAZ 2% CREAM 20 GM,15,Capsule,Vitamin,119518
119519,MICONAZ 2% CREAM 20 GM,15,Tablet,Antiviral,119519
119520,MICONAZ 2% CREAM 20 GM,15,Injection,Painkiller,119520
119521,MICONAZ 2% CREAM 20 GM,15,Syrup,Vitamin,119521
119522,MICONAZ 2% CREAM 20 GM,15,Ointment,Antibiotic,119522
